@relation function

@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class numeric 

@data
-10,21,-20,234
-23,-5,-15,15
-10,-18,18,-302
21,-19,-5,79
-8,-8,-13,58
-4,-17,-26,172
-29,-9,2,-201
-16,13,26,-288
-24,-26,3,-254
-20,-11,1,-154
3,-28,-17,73
29,-26,13,-89
-21,-12,-11,-43
-26,8,20,-298
13,17,3,103
22,-1,24,-134
-17,-29,-21,9
25,24,-10,321
16,-9,-29,334
-14,5,-26,210
-24,-2,0,-128
-8,-25,-6,-80
-1,16,29,-231
18,3,25,-148
-12,-16,25,-374
-13,-23,24,-397
0,-13,27,-322
16,20,-9,250
20,-17,8,-48
-21,26,-11,109
-1,-4,5,-71
16,15,-7,210
-23,-11,25,-409
16,11,-24,364
-15,6,26,-311
12,-14,-11,114
16,-26,12,-144
-20,-3,-7,-42
9,-19,-27,239
3,-25,1,-95
-16,4,1,-74
-14,5,6,-110
-10,-16,0,-114
29,9,6,121
13,19,21,-69
-7,15,-16,185
-26,15,-21,140
11,-7,-7,97
6,-1,8,-54
-6,29,15,-64
13,10,14,-35
10,18,-25,372
8,25,-29,430
3,-29,26,-361
-27,28,26,-283
-12,3,-21,162
16,-9,12,-76
15,-17,18,-173
21,-26,-9,91
19,11,-24,379
27,24,12,111
-8,-26,23,-374
-18,21,1,-16
-11,-8,-2,-67
18,-2,3,52
-24,-5,-23,90
-28,-14,-26,64
-26,-5,11,-260
21,21,6,129
-9,17,-13,153
-4,29,9,6
-6,-20,7,-180
-3,11,-2,49
-18,-10,10,-230
8,10,22,-140
-15,-8,11,-217
28,24,25,-14
-12,2,-11,58
-17,-27,-18,-13
24,22,-13,338
17,1,-4,129
0,-27,26,-368
-22,-13,-20,38
-4,-23,-11,-2
-24,23,23,-258
9,-14,20,-211
8,1,-7,114
-29,-10,4,-225
-19,15,-7,35
-6,-27,-13,-8
0,11,13,-86
-12,27,1,38
-22,-7,10,-238
-22,8,-16,82
15,1,-7,149
-9,-14,-5,-51
-9,3,14,-173
-14,15,4,-50
-14,-6,-26,166
-18,14,-27,236
1,-16,26,-319
26,-18,-5,108
-8,-8,21,-282
-25,-7,8,-233
9,-25,-10,45
12,26,4,124
-17,27,-8,103
-4,4,28,-284
-14,27,15,-112
2,9,-3,76
29,26,26,-11
19,-15,28,-245
3,27,20,-77
-4,14,-27,306
-12,-3,15,-222
-27,5,-24,125
10,11,-19,284
-27,-11,-24,61
11,4,9,-19
19,3,-3,137
11,13,29,-183
5,-19,-16,109
26,15,3,160
5,-19,3,-81
-15,-18,19,-337
-5,0,-4,15
23,23,-6,267
-19,10,-24,185
-15,23,19,-173
-5,7,-1,13
-26,-7,4,-198
-4,18,29,-238
-26,-15,-18,-10
-17,-9,15,-271
11,24,29,-139
-20,24,6,-64
8,-18,-24,208
-21,11,2,-81
20,18,-2,192
-28,16,-27,194
27,-14,-8,159
14,3,-7,152
-1,22,9,-7
28,16,18,24
28,-29,10,-76
3,-2,1,-3
12,20,8,60
-5,29,15,-59
-5,17,-10,143
-17,-25,-14,-45
-3,-16,-22,141
24,-21,-9,126
-12,0,-8,20
10,-7,-17,192
0,1,-7,74
-18,-18,-20,38
-9,24,-12,171
20,-21,-17,186
10,-20,-3,0
27,14,-28,471
-6,21,5,4
15,9,-3,141
0,-21,1,-94
4,-29,-24,144
-27,-28,-19,-57
16,7,17,-62
-14,-4,-29,204
-2,16,1,44
-17,0,-1,-75
-20,-14,-18,24
21,-11,4,21
-14,-18,24,-382
25,24,-7,291
28,0,14,0
8,-14,21,-226
15,-20,13,-135
-7,-12,-29,207
-21,-29,20,-421
15,-3,-1,73
23,16,17,9
11,17,-11,233
-6,-18,4,-142
5,25,12,5
-16,-9,-8,-36
-14,-16,11,-244
-14,-23,-15,-12
25,16,19,-1
28,-9,16,-56
28,-13,3,58
12,-3,1,38
3,-28,22,-317
-14,1,-10,34
-11,-22,22,-363
-19,15,-2,-15
-3,-29,-11,-21
-23,-16,-23,51
