@relation function

@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class numeric 

@data
-10,6,-18,30
-25,-1,-28,165
-10,-10,1,95
-12,21,-16,-172
0,-1,5,-25
-4,2,-2,2
-4,-24,-27,231
24,24,1,571
22,-6,-26,-2
22,1,-23,137
-8,-9,25,-53
-2,17,-11,21
5,16,-3,95
-6,-10,-23,175
5,-19,-6,-65
23,2,25,-79
-17,-13,18,131
2,25,14,-20
13,10,-20,230
24,1,12,-36
-2,-17,4,14
27,9,-17,328
-9,-13,18,27
20,-7,-2,-130
6,20,-8,160
28,19,13,467
-14,13,2,-192
-10,-28,-29,425
10,9,-25,215
7,-7,10,-99
-5,-3,0,15
-24,11,7,-299
16,-29,-6,-434
-16,-3,14,-22
3,28,-21,189
16,5,25,-45
-5,-17,-22,195
0,1,-17,85
-23,-9,-10,257
11,10,-7,145
-22,-17,-27,509
-1,16,14,-86
-14,-4,28,-84
-22,15,13,-395
-23,-14,0,322
20,25,-11,555
8,1,-25,133
0,5,9,-45
-6,-19,-6,144
26,17,-4,462
-15,-12,-16,260
-6,-26,-8,196
3,18,-28,194
-14,29,-7,-371
18,-28,24,-624
3,-1,18,-93
-2,25,-6,-20
29,-27,2,-793
24,-11,-21,-159
23,-8,14,-254
-5,13,0,-65
0,16,-17,85
11,-17,7,-222
-24,11,-8,-224
-9,19,10,-221
7,0,-3,15
-17,-21,-6,387
-13,-6,28,-62
-16,15,0,-240
-4,-24,-26,226
16,20,14,250
1,-4,-22,106
-4,-22,0,88
23,11,-24,373
8,-13,-11,-49
-9,1,-29,136
-20,-1,26,-110
-10,20,-7,-165
-21,8,-8,-128
21,2,27,-93
-16,10,13,-225
-14,1,12,-74
17,3,-13,116
-1,6,21,-111
21,23,-1,488
1,-25,-21,80
-21,-16,29,191
-29,-3,-26,217
0,-6,12,-60
-9,6,17,-139
-5,-1,13,-60
-17,-14,22,128
-17,-28,22,366
10,-11,-9,-65
-21,17,9,-402
-5,-2,1,5
22,0,3,-15
-22,-17,-19,469
-22,-17,7,339
19,-25,-29,-330
16,-24,24,-504
-4,-7,-5,53
25,-13,-24,-205
27,12,23,209
-1,4,15,-79
-22,-1,-25,147
-16,11,-1,-171
-14,-26,-17,449
13,12,14,86
19,28,29,387
25,-24,5,-625
16,26,14,346
-28,-28,-5,809
10,-5,20,-150
17,13,-21,326
-4,15,8,-100
-15,-7,-2,115
-28,6,15,-243
14,12,3,153
22,-1,-17,63
17,28,12,416
8,9,5,47
-9,-18,16,82
-4,-21,-15,159
2,24,18,-42
17,-4,0,-68
16,21,-14,406
11,19,-7,244
15,12,-23,295
-25,19,19,-570
-20,26,28,-660
-25,-29,7,690
23,5,-10,165
-11,-19,11,154
-18,-9,-23,277
4,27,-5,133
-18,17,12,-366
-15,22,-8,-290
16,0,4,-20
-3,-10,-23,145
-25,14,-16,-270
4,-23,15,-167
-6,11,27,-201
-15,14,-20,-110
19,24,-9,501
-20,-28,15,485
-15,28,2,-430
-21,19,-9,-354
14,4,5,31
-8,27,-18,-126
1,-23,-25,102
-16,20,20,-420
-28,8,2,-234
26,-14,6,-394
-10,-27,-8,310
20,23,9,415
-3,-4,20,-88
-6,-28,22,58
-6,27,-29,-17
0,6,-29,145
1,-5,-27,130
-24,-17,8,368
-27,13,-12,-291
-28,-14,9,347
-6,-22,23,17
27,24,21,543
-21,1,24,-141
0,19,-14,70
-1,-10,-21,115
1,-25,-20,75
16,-6,-22,14
-9,3,20,-127
-11,-29,1,314
19,-9,12,-231
27,-21,-15,-492
11,24,-9,309
-14,5,21,-175
10,-18,0,-180
23,7,-11,216
-19,-11,24,89
-12,20,-27,-105
8,13,-25,229
-8,7,6,-86
-2,19,-3,-23
-26,-28,-18,818
17,-27,-9,-414
2,13,-20,126
9,20,-9,225
11,-21,5,-256
7,-17,13,-184
-25,1,28,-165
-3,-28,25,-41
16,-1,-3,-1
17,-24,-2,-398
15,10,11,95
12,5,-21,165
0,-24,7,-35
-20,-21,13,355
-5,-29,-10,195
25,-14,-24,-230
-5,-20,26,-30
-24,-5,13,55
-28,-26,0,728
-1,-23,0,23
-5,8,-9,5
26,-5,11,-185
-3,-1,-8,43
13,12,-28,296
